np,omp_threads,mode,grid,iters,repeat,runtime_s
1,2,decrypt,1024,1000,1,8.711408
1,2,encrypt,1024,5000,1,47.150397
1,2,decrypt,1024,5000,1,43.237057
1,2,encrypt,2048,1000,1,37.924852
1,2,decrypt,2048,1000,1,34.606420
1,2,encrypt,2048,5000,1,188.074411
1,2,decrypt,2048,5000,1,172.452243
1,2,encrypt,4096,1000,1,150.641432
1,2,decrypt,4096,1000,1,138.189763
1,2,encrypt,4096,5000,1,750.789631
1,2,decrypt,4096,5000,1,689.360830
1,4,encrypt,32,1000,1,0.182153
1,4,decrypt,32,1000,1,0.059237
1,4,encrypt,32,5000,1,0.266401
1,4,decrypt,32,5000,1,0.249717
1,4,encrypt,64,1000,1,0.092063
1,4,decrypt,64,1000,1,0.089029
1,4,encrypt,64,5000,1,0.361716
1,4,decrypt,64,5000,1,0.326704
1,4,encrypt,128,1000,1,0.210607
1,4,decrypt,128,1000,1,0.187520
1,4,encrypt,128,5000,1,0.953966
1,4,decrypt,128,5000,1,0.838383
1,4,encrypt,256,1000,1,0.669187
1,4,decrypt,256,1000,1,0.608777
1,4,encrypt,256,5000,1,3.231509
1,4,decrypt,256,5000,1,3.022413
1,4,encrypt,1024,1000,1,9.961995
1,4,decrypt,1024,1000,1,8.904893
1,4,encrypt,1024,5000,1,48.375391
1,4,decrypt,1024,5000,1,44.159334
1,4,encrypt,2048,1000,1,38.048268
1,4,decrypt,2048,1000,1,35.141899
1,4,encrypt,2048,5000,1,189.205700
1,4,decrypt,2048,5000,1,173.918946
1,4,encrypt,4096,1000,1,151.163966
1,4,decrypt,4096,1000,1,138.504519
1,4,encrypt,4096,5000,1,752.268213
1,4,decrypt,4096,5000,1,690.927650
1,6,encrypt,32,1000,1,0.086714
1,6,decrypt,32,1000,1,0.082178
1,6,encrypt,32,5000,1,0.335608
1,6,decrypt,32,5000,1,0.293344
1,6,encrypt,64,1000,1,0.113706
1,6,decrypt,64,1000,1,0.104133
1,6,encrypt,64,5000,1,0.447168
1,6,decrypt,64,5000,1,0.405097
1,6,encrypt,128,1000,1,0.225407
1,6,decrypt,128,1000,1,0.195586
1,6,encrypt,128,5000,1,1.107760
1,6,decrypt,128,5000,1,0.959111
1,6,encrypt,256,1000,1,0.681204
1,6,decrypt,256,1000,1,0.626390
1,6,encrypt,256,5000,1,3.299205
1,6,decrypt,256,5000,1,3.050259
1,6,encrypt,1024,1000,1,9.655551
1,6,decrypt,1024,1000,1,9.074415
1,6,encrypt,1024,5000,1,47.962364
1,6,decrypt,1024,5000,1,44.346023
1,6,encrypt,2048,1000,1,38.221987
1,6,decrypt,2048,1000,1,34.937041
1,6,encrypt,2048,5000,1,190.105300
1,6,decrypt,2048,5000,1,174.125389
1,6,encrypt,4096,1000,1,151.258093
1,6,decrypt,4096,1000,1,138.736375
1,6,encrypt,4096,5000,1,755.322616
1,6,decrypt,4096,5000,1,692.049705
1,8,encrypt,32,1000,1,0.111100
1,8,decrypt,32,1000,1,0.093880
1,8,encrypt,32,5000,1,0.430003
1,8,decrypt,32,5000,1,0.395440
1,8,encrypt,64,1000,1,0.130218
1,8,decrypt,64,1000,1,0.118380
1,8,encrypt,64,5000,1,0.561687
1,8,decrypt,64,5000,1,0.519457
1,8,encrypt,128,1000,1,0.242335
1,8,decrypt,128,1000,1,0.226555
1,8,encrypt,128,5000,1,1.130801
1,8,decrypt,128,5000,1,1.001864
1,8,encrypt,256,1000,1,0.699827
1,8,decrypt,256,1000,1,0.636121
1,8,encrypt,256,5000,1,3.477093
1,8,decrypt,256,5000,1,3.111632
1,8,encrypt,1024,1000,1,9.748488
1,8,decrypt,1024,1000,1,8.981294
1,8,encrypt,1024,5000,1,48.917354
1,8,decrypt,1024,5000,1,44.849717
1,8,encrypt,2048,1000,1,38.370006
1,8,decrypt,2048,1000,1,35.053431
1,8,encrypt,2048,5000,1,195.030731
1,8,decrypt,2048,5000,1,174.002986
1,8,encrypt,4096,1000,1,151.147908
1,8,decrypt,4096,1000,1,138.664666
1,8,encrypt,4096,5000,1,752.562879
1,8,decrypt,4096,5000,1,691.534937
1,10,encrypt,32,1000,1,0.224159
1,10,decrypt,32,1000,1,0.108483
1,10,encrypt,32,5000,1,0.509869
1,10,decrypt,32,5000,1,0.489620
1,10,encrypt,64,1000,1,0.146193
1,10,decrypt,64,1000,1,0.131507
1,10,encrypt,64,5000,1,0.653118
1,10,decrypt,64,5000,1,0.596359
1,10,encrypt,128,1000,1,0.254114
1,10,decrypt,128,1000,1,0.236011
1,10,encrypt,128,5000,1,1.178484
1,10,decrypt,128,5000,1,1.074872
1,10,encrypt,256,1000,1,0.709700
1,10,decrypt,256,1000,1,0.651292
1,10,encrypt,256,5000,1,3.472840
1,10,decrypt,256,5000,1,3.195938
1,10,encrypt,1024,1000,1,9.788615
1,10,decrypt,1024,1000,1,8.979260
1,10,encrypt,1024,5000,1,48.626896
1,10,decrypt,1024,5000,1,44.557516
1,10,encrypt,2048,1000,1,38.288345
1,10,decrypt,2048,1000,1,34.965536
1,10,encrypt,2048,5000,1,190.844110
1,10,decrypt,2048,5000,1,174.631593
1,10,encrypt,4096,1000,1,151.219163
1,10,decrypt,4096,1000,1,138.657886
1,10,encrypt,4096,5000,1,753.250933
1,10,decrypt,4096,5000,1,691.421755
2,1,encrypt,32,1000,1,30.139563
2,1,decrypt,32,1000,1,0.040618
2,1,encrypt,32,5000,1,1.150474
2,1,decrypt,32,5000,1,1.116560
2,1,encrypt,64,1000,1,0.092640
2,1,decrypt,64,1000,1,1.115667
2,1,encrypt,64,5000,1,0.212254
2,1,decrypt,64,5000,1,30.443598
2,1,encrypt,128,1000,1,0.280826
2,1,decrypt,128,1000,1,30.436218
2,1,encrypt,128,5000,1,0.531343
2,1,decrypt,128,5000,1,1.460031
2,1,encrypt,256,1000,1,0.441177
2,1,decrypt,256,1000,1,0.409203
2,1,encrypt,256,5000,1,2.930342
2,1,decrypt,256,5000,1,1.722700
2,1,encrypt,1024,1000,1,6.888970
2,1,decrypt,1024,1000,1,5.391050
2,1,encrypt,1024,5000,1,30.025454
2,1,decrypt,1024,5000,1,57.562685
2,1,encrypt,2048,1000,1,23.177767
2,1,decrypt,2048,1000,1,52.066558
2,1,encrypt,2048,5000,1,145.484235
2,1,decrypt,2048,5000,1,107.996754
2,1,encrypt,4096,1000,1,92.399909
2,1,decrypt,4096,1000,1,86.886551
2,1,encrypt,4096,5000,1,458.580627
2,1,decrypt,4096,5000,1,433.253298
2,2,encrypt,32,1000,1,30.066184
2,2,decrypt,32,1000,1,0.026752
2,2,encrypt,32,5000,1,1.122951
2,2,decrypt,32,5000,1,0.077872
2,2,encrypt,64,1000,1,1.078391
2,2,decrypt,64,1000,1,0.060320
2,2,encrypt,64,5000,1,1.182377
2,2,decrypt,64,5000,1,1.185003
2,2,encrypt,128,1000,1,1.164511
2,2,decrypt,128,1000,1,30.478862
2,2,encrypt,128,5000,1,1.575857
2,2,decrypt,128,5000,1,30.755563
2,2,encrypt,256,1000,1,0.335487
2,2,decrypt,256,1000,1,0.318075
2,2,encrypt,256,5000,1,1.530610
2,2,decrypt,256,5000,1,1.411568
2,2,encrypt,1024,1000,1,5.830684
2,2,decrypt,1024,1000,1,4.404023
2,2,encrypt,1024,5000,1,24.788812
2,2,decrypt,1024,5000,1,51.684460
2,2,encrypt,2048,1000,1,49.204395
2,2,decrypt,2048,1000,1,47.579091
2,2,encrypt,2048,5000,1,124.342288
2,2,decrypt,2048,5000,1,86.314737
2,2,encrypt,4096,1000,1,75.587091
2,2,decrypt,4096,1000,1,69.339413
2,2,encrypt,4096,5000,1,375.524300
2,2,decrypt,4096,5000,1,344.864778
2,4,encrypt,32,1000,1,0.072943
2,4,decrypt,32,1000,1,1.072594
2,4,encrypt,32,5000,1,0.237998
2,4,decrypt,32,5000,1,0.217874
2,4,encrypt,64,1000,1,0.075631
2,4,decrypt,64,1000,1,1.087749
2,4,encrypt,64,5000,1,0.307701
2,4,decrypt,64,5000,1,0.245685
2,4,encrypt,128,1000,1,1.199149
2,4,decrypt,128,1000,1,1.143041
2,4,encrypt,128,5000,1,0.564554
2,4,decrypt,128,5000,1,0.503437
2,4,encrypt,256,1000,1,0.368924
2,4,decrypt,256,1000,1,0.330618
2,4,encrypt,256,5000,1,1.726772
2,4,decrypt,256,5000,1,2.604704
2,4,encrypt,1024,1000,1,4.951218
2,4,decrypt,1024,1000,1,4.478798
2,4,encrypt,1024,5000,1,24.031914
2,4,decrypt,1024,5000,1,23.254239
2,4,encrypt,2048,1000,1,19.290613
2,4,decrypt,2048,1000,1,17.572688
2,4,encrypt,2048,5000,1,95.393621
2,4,decrypt,2048,5000,1,87.374654
2,4,encrypt,4096,1000,1,75.972246
2,4,decrypt,4096,1000,1,69.596854
2,4,encrypt,4096,5000,1,377.161033
2,4,decrypt,4096,5000,1,376.781991
2,6,encrypt,32,1000,1,0.085279
2,6,decrypt,32,1000,1,1.124581
2,6,encrypt,32,5000,1,1.371103
2,6,decrypt,32,5000,1,1.312978
2,6,encrypt,64,1000,1,0.097094
2,6,decrypt,64,1000,1,1.147813
2,6,encrypt,64,5000,1,0.390636
2,6,decrypt,64,5000,1,1.383820
2,6,encrypt,128,1000,1,0.150585
2,6,decrypt,128,1000,1,0.132627
2,6,encrypt,128,5000,1,0.639319
2,6,decrypt,128,5000,1,0.603902
2,6,encrypt,256,1000,1,0.385533
2,6,decrypt,256,1000,1,0.347165
2,6,encrypt,256,5000,1,1.851661
2,6,decrypt,256,5000,1,1.683772
2,6,encrypt,1024,1000,1,4.956860
2,6,decrypt,1024,1000,1,4.542067
2,6,encrypt,1024,5000,1,25.451886
2,6,decrypt,1024,5000,1,22.228189
2,6,encrypt,2048,1000,1,19.228649
2,6,decrypt,2048,1000,1,17.631429
2,6,encrypt,2048,5000,1,125.647061
2,6,decrypt,2048,5000,1,87.532023
2,6,encrypt,4096,1000,1,106.406607
2,6,decrypt,4096,1000,1,69.699831
2,6,encrypt,4096,5000,1,377.648978
2,6,decrypt,4096,5000,1,377.138936
2,8,encrypt,32,1000,1,30.275159
2,8,decrypt,32,1000,1,0.092864
2,8,encrypt,32,5000,1,0.465433
2,8,decrypt,32,5000,1,1.431313
2,8,encrypt,64,1000,1,0.117653
2,8,decrypt,64,1000,1,0.104886
2,8,encrypt,64,5000,1,1.511113
2,8,decrypt,64,5000,1,1.489488
2,8,encrypt,128,1000,1,0.173534
2,8,decrypt,128,1000,1,1.170048
2,8,encrypt,128,5000,1,1.769784
2,8,decrypt,128,5000,1,0.693204
2,8,encrypt,256,1000,1,0.396542
2,8,decrypt,256,1000,1,0.362666
2,8,encrypt,256,5000,1,1.884440
2,8,decrypt,256,5000,1,1.731733
2,8,encrypt,1024,1000,1,5.000763
2,8,decrypt,1024,1000,1,4.539461
2,8,encrypt,1024,5000,1,24.588740
2,8,decrypt,1024,5000,1,22.416214
2,8,encrypt,2048,1000,1,19.248447
2,8,decrypt,2048,1000,1,18.689607
2,8,encrypt,2048,5000,1,95.540077
2,8,decrypt,2048,5000,1,87.633379
2,8,encrypt,4096,1000,1,76.188201
2,8,decrypt,4096,1000,1,69.766310
2,8,encrypt,4096,5000,1,377.806230
2,8,decrypt,4096,5000,1,353.289628
2,10,encrypt,32,1000,1,0.143394
2,10,decrypt,32,1000,1,0.147178
2,10,encrypt,32,5000,1,0.672208
2,10,decrypt,32,5000,1,0.551945
2,10,encrypt,64,1000,1,1.172603
2,10,decrypt,64,1000,1,0.136022
2,10,encrypt,64,5000,1,1.735039
2,10,decrypt,64,5000,1,1.637131
2,10,encrypt,128,1000,1,1.254415
2,10,decrypt,128,1000,1,1.213371
2,10,encrypt,128,5000,1,0.982846
2,10,decrypt,128,5000,1,0.915586
2,10,encrypt,256,1000,1,1.435091
2,10,decrypt,256,1000,1,0.378419
2,10,encrypt,256,5000,1,1.996918
2,10,decrypt,256,5000,1,1.802462
2,10,encrypt,1024,1000,1,5.011061
2,10,decrypt,1024,1000,1,5.585493
2,10,encrypt,1024,5000,1,24.642879
2,10,decrypt,1024,5000,1,23.759687
2,10,encrypt,2048,1000,1,19.323917
2,10,decrypt,2048,1000,1,17.807042
2,10,encrypt,2048,5000,1,130.397727
2,10,decrypt,2048,5000,1,87.660030
2,10,encrypt,4096,1000,1,106.549524
2,10,decrypt,4096,1000,1,69.769878
2,10,encrypt,4096,5000,1,377.654939
2,10,decrypt,4096,5000,1,347.018376
4,1,encrypt,32,1000,1,0.056825
4,1,decrypt,32,1000,1,0.036744
4,1,encrypt,32,5000,1,1.075285
4,1,decrypt,32,5000,1,1.128485
4,1,encrypt,64,1000,1,1.108202
4,1,decrypt,64,1000,1,1.078981
4,1,encrypt,64,5000,1,0.111725
4,1,decrypt,64,5000,1,1.126920
4,1,encrypt,128,1000,1,1.184702
4,1,decrypt,128,1000,1,0.119502
4,1,encrypt,128,5000,1,0.310645
4,1,decrypt,128,5000,1,0.268478
4,1,encrypt,256,1000,1,0.272638
4,1,decrypt,256,1000,1,0.246134
4,1,encrypt,256,5000,1,0.980201
4,1,decrypt,256,5000,1,0.881519
4,1,encrypt,1024,1000,1,3.000316
4,1,decrypt,1024,1000,1,2.820020
4,1,encrypt,1024,5000,1,14.566593
4,1,decrypt,1024,5000,1,14.703841
4,1,encrypt,2048,1000,1,11.764833
4,1,decrypt,2048,1000,1,10.960732
4,1,encrypt,2048,5000,1,57.192278
4,1,decrypt,2048,5000,1,84.367083
4,1,encrypt,4096,1000,1,76.721195
4,1,decrypt,4096,1000,1,43.857594
4,1,encrypt,4096,5000,1,238.248954
4,1,decrypt,4096,5000,1,226.996026
4,2,encrypt,32,1000,1,0.057026
4,2,decrypt,32,1000,1,1.066364
4,2,encrypt,32,5000,1,1.092207
4,2,decrypt,32,5000,1,1.081611
4,2,encrypt,64,1000,1,1.106933
4,2,decrypt,64,1000,1,1.098822
4,2,encrypt,64,5000,1,0.114217
4,2,decrypt,64,5000,1,0.109492
4,2,encrypt,128,1000,1,0.102237
4,2,decrypt,128,1000,1,1.124764
4,2,encrypt,128,5000,1,1.270559
4,2,decrypt,128,5000,1,0.211700
4,2,encrypt,256,1000,1,0.201888
4,2,decrypt,256,1000,1,0.175476
4,2,encrypt,256,5000,1,0.808486
4,2,decrypt,256,5000,1,0.739535
4,2,encrypt,1024,1000,1,2.513126
4,2,decrypt,1024,1000,1,2.266491
4,2,encrypt,1024,5000,1,12.207639
4,2,decrypt,1024,5000,1,11.223227
4,2,encrypt,2048,1000,1,9.855853
4,2,decrypt,2048,1000,1,8.956731
4,2,encrypt,2048,5000,1,47.254711
4,2,decrypt,2048,5000,1,43.337073
4,2,encrypt,4096,1000,1,38.285354
4,2,decrypt,4096,1000,1,34.938725
4,2,encrypt,4096,5000,1,188.585155
4,2,decrypt,4096,5000,1,173.162561
4,4,encrypt,32,1000,1,0.079630
4,4,decrypt,32,1000,1,1.079689
4,4,encrypt,32,5000,1,1.252839
4,4,decrypt,32,5000,1,0.222702
4,4,encrypt,64,1000,1,1.102492
4,4,decrypt,64,1000,1,1.103709
4,4,encrypt,64,5000,1,1.296941
4,4,decrypt,64,5000,1,0.246672
4,4,encrypt,128,1000,1,0.115353
4,4,decrypt,128,1000,1,0.089915
4,4,encrypt,128,5000,1,0.409918
4,4,decrypt,128,5000,1,1.388678
4,4,encrypt,256,1000,1,0.220558
4,4,decrypt,256,1000,1,0.201575
4,4,encrypt,256,5000,1,0.960487
4,4,decrypt,256,5000,1,0.855023
4,4,encrypt,1024,1000,1,2.529642
4,4,decrypt,1024,1000,1,3.382391
4,4,encrypt,1024,5000,1,12.210412
4,4,decrypt,1024,5000,1,11.182339
4,4,encrypt,2048,1000,1,9.945700
4,4,decrypt,2048,1000,1,8.992036
4,4,encrypt,2048,5000,1,47.910493
4,4,decrypt,2048,5000,1,44.455215
4,4,encrypt,4096,1000,1,38.509104
4,4,decrypt,4096,1000,1,35.180775
4,4,encrypt,4096,5000,1,204.405040
4,4,decrypt,4096,5000,1,204.638130
4,6,encrypt,32,1000,1,30.313817
4,6,decrypt,32,1000,1,0.089709
4,6,encrypt,32,5000,1,0.332664
4,6,decrypt,32,5000,1,0.306613
4,6,encrypt,64,1000,1,0.107415
4,6,decrypt,64,1000,1,0.091136
4,6,encrypt,64,5000,1,0.368012
4,6,decrypt,64,5000,1,0.364911
4,6,encrypt,128,1000,1,1.165313
4,6,decrypt,128,1000,1,1.151183
4,6,encrypt,128,5000,1,0.482520
4,6,decrypt,128,5000,1,1.489815
4,6,encrypt,256,1000,1,0.247486
4,6,decrypt,256,1000,1,0.211989
4,6,encrypt,256,5000,1,1.046547
4,6,decrypt,256,5000,1,0.993617
4,6,encrypt,1024,1000,1,2.565973
4,6,decrypt,1024,1000,1,2.337636
4,6,encrypt,1024,5000,1,12.377983
4,6,decrypt,1024,5000,1,11.340127
4,6,encrypt,2048,1000,1,10.882406
4,6,decrypt,2048,1000,1,9.990323
4,6,encrypt,2048,5000,1,48.024470
4,6,decrypt,2048,5000,1,44.133003
4,6,encrypt,4096,1000,1,68.884891
4,6,decrypt,4096,1000,1,35.207731
4,6,encrypt,4096,5000,1,196.684762
4,6,decrypt,4096,5000,1,197.450851
4,8,encrypt,32,1000,1,30.193964
4,8,decrypt,32,1000,1,0.107001
4,8,encrypt,32,5000,1,0.465841
4,8,decrypt,32,5000,1,0.398445
4,8,encrypt,64,1000,1,1.136542
4,8,decrypt,64,1000,1,1.133163
4,8,encrypt,64,5000,1,1.481832
4,8,decrypt,64,5000,1,1.464296
4,8,encrypt,128,1000,1,1.151332
4,8,decrypt,128,1000,1,1.176014
4,8,encrypt,128,5000,1,1.601435
4,8,decrypt,128,5000,1,0.548190
4,8,encrypt,256,1000,1,0.266391
4,8,decrypt,256,1000,1,0.230739
4,8,encrypt,256,5000,1,1.109507
4,8,decrypt,256,5000,1,1.074696
4,8,encrypt,1024,1000,1,2.589785
4,8,decrypt,1024,1000,1,2.321101
4,8,encrypt,1024,5000,1,12.435054
4,8,decrypt,1024,5000,1,11.442943
4,8,encrypt,2048,1000,1,9.788013
4,8,decrypt,2048,1000,1,8.993136
4,8,encrypt,2048,5000,1,49.345666
4,8,decrypt,2048,5000,1,44.155515
4,8,encrypt,4096,1000,1,40.457273
4,8,decrypt,4096,1000,1,35.245468
4,8,encrypt,4096,5000,1,190.139808
4,8,decrypt,4096,5000,1,174.554323
4,10,encrypt,32,1000,1,30.511036
4,10,decrypt,32,1000,1,0.135425
4,10,encrypt,32,5000,1,0.586559
4,10,decrypt,32,5000,1,1.526294
4,10,encrypt,64,1000,1,1.184065
4,10,decrypt,64,1000,1,1.167103
4,10,encrypt,64,5000,1,1.565326
4,10,decrypt,64,5000,1,0.532232
4,10,encrypt,128,1000,1,1.174742
4,10,decrypt,128,1000,1,1.195882
4,10,encrypt,128,5000,1,1.786909
4,10,decrypt,128,5000,1,1.699843
4,10,encrypt,256,1000,1,0.280489
4,10,decrypt,256,1000,1,0.249917
4,10,encrypt,256,5000,1,1.265415
4,10,decrypt,256,5000,1,1.122044
4,10,encrypt,1024,1000,1,2.597643
4,10,decrypt,1024,1000,1,2.365721
4,10,encrypt,1024,5000,1,12.517783
4,10,decrypt,1024,5000,1,11.478936
4,10,encrypt,2048,1000,1,9.868780
4,10,decrypt,2048,1000,1,10.018855
4,10,encrypt,2048,5000,1,48.335559
4,10,decrypt,2048,5000,1,44.341562
4,10,encrypt,4096,1000,1,39.534518
4,10,decrypt,4096,1000,1,65.756961
4,10,encrypt,4096,5000,1,220.576415
4,10,decrypt,4096,5000,1,174.879469
6,1,encrypt,32,1000,1,0.062647
6,1,decrypt,32,1000,1,1.051036
6,1,encrypt,32,5000,1,0.106817
6,1,decrypt,32,5000,1,0.063736
6,1,encrypt,64,1000,1,0.072317
6,1,decrypt,64,1000,1,1.091882
6,1,encrypt,64,5000,1,0.135560
6,1,decrypt,64,5000,1,1.173305
6,1,encrypt,128,1000,1,0.128808
6,1,decrypt,128,1000,1,0.101347
6,1,encrypt,128,5000,1,0.213891
6,1,decrypt,128,5000,1,0.216508
6,1,encrypt,256,1000,1,0.208656
6,1,decrypt,256,1000,1,0.149694
6,1,encrypt,256,5000,1,0.683674
6,1,decrypt,256,5000,1,0.606113
6,1,encrypt,1024,1000,1,1.983514
6,1,decrypt,1024,1000,1,1.908797
6,1,encrypt,1024,5000,1,10.773409
6,1,decrypt,1024,5000,1,9.147798
6,1,encrypt,2048,1000,1,7.831092
6,1,decrypt,2048,1000,1,7.363335
6,1,encrypt,2048,5000,1,38.007649
6,1,decrypt,2048,5000,1,36.168500
6,1,encrypt,4096,1000,1,31.051595
6,1,decrypt,4096,1000,1,29.272929
6,1,encrypt,4096,5000,1,152.817524
6,1,decrypt,4096,5000,1,145.081799
6,2,encrypt,32,1000,1,0.060098
6,2,decrypt,32,1000,1,0.046722
6,2,encrypt,32,5000,1,1.153964
6,2,decrypt,32,5000,1,0.084579
6,2,encrypt,64,1000,1,1.053291
6,2,decrypt,64,1000,1,1.072982
6,2,encrypt,64,5000,1,0.116295
6,2,decrypt,64,5000,1,0.096973
6,2,encrypt,128,1000,1,0.095574
6,2,decrypt,128,1000,1,0.080743
6,2,encrypt,128,5000,1,0.213700
6,2,decrypt,128,5000,1,0.179673
6,2,encrypt,256,1000,1,0.171166
6,2,decrypt,256,1000,1,0.146958
6,2,encrypt,256,5000,1,1.600737
6,2,decrypt,256,5000,1,0.506828
6,2,encrypt,1024,1000,1,1.710629
6,2,decrypt,1024,1000,1,1.553123
6,2,encrypt,1024,5000,1,8.049319
6,2,decrypt,1024,5000,1,7.400832
6,2,encrypt,2048,1000,1,6.504658
6,2,decrypt,2048,1000,1,5.946662
6,2,encrypt,2048,5000,1,31.692204
6,2,decrypt,2048,5000,1,29.067993
6,2,encrypt,4096,1000,1,25.692911
6,2,decrypt,4096,1000,1,23.501414
6,2,encrypt,4096,5000,1,126.161936
6,2,decrypt,4096,5000,1,115.776001
6,4,encrypt,32,1000,1,30.379290
6,4,decrypt,32,1000,1,1.085850
6,4,encrypt,32,5000,1,1.261414
6,4,decrypt,32,5000,1,1.239910
6,4,encrypt,64,1000,1,0.081701
6,4,decrypt,64,1000,1,1.143342
6,4,encrypt,64,5000,1,0.268812
6,4,decrypt,64,5000,1,0.238003
6,4,encrypt,128,1000,1,0.100555
6,4,decrypt,128,1000,1,0.089583
6,4,encrypt,128,5000,1,0.358134
6,4,decrypt,128,5000,1,0.291598
6,4,encrypt,256,1000,1,1.239230
6,4,decrypt,256,1000,1,0.170099
6,4,encrypt,256,5000,1,0.702533
6,4,decrypt,256,5000,1,1.663098
6,4,encrypt,1024,1000,1,1.751691
6,4,decrypt,1024,1000,1,1.578768
6,4,encrypt,1024,5000,1,8.276750
6,4,decrypt,1024,5000,1,7.589024
6,4,encrypt,2048,1000,1,6.604462
6,4,decrypt,2048,1000,1,6.038451
6,4,encrypt,2048,5000,1,32.019867
6,4,decrypt,2048,5000,1,29.624560
6,4,encrypt,4096,1000,1,26.065980
6,4,decrypt,4096,1000,1,23.651617
6,4,encrypt,4096,5000,1,127.450610
6,4,decrypt,4096,5000,1,116.922858
6,6,encrypt,32,1000,1,0.108224
6,6,decrypt,32,1000,1,0.105023
6,6,encrypt,32,5000,1,0.366905
